--------- beginning of /dev/log/main
I/Icing   (26586): Indexing F4FAA6262FE39DDD50BAE6B7AF5CDB8D73BA0DB0 from com.google.android.gms
I/Icing   (26586): Indexing done F4FAA6262FE39DDD50BAE6B7AF5CDB8D73BA0DB0
I/WearableService(  643): Wearable Services stopping
D/AndroidRuntime(31540): 
D/AndroidRuntime(31540): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<<
D/AndroidRuntime(31540): CheckJNI is OFF
D/dalvikvm(31540): Using executionMode 2
D/dalvikvm(31540): Trying to load lib libjavacore.so 0x0
D/dalvikvm(31540): Added shared lib libjavacore.so 0x0
D/dalvikvm(31540): Trying to load lib libnativehelper.so 0x0
D/dalvikvm(31540): Added shared lib libnativehelper.so 0x0
D/dalvikvm(31540): No JNI_OnLoad found in libnativehelper.so 0x0, skipping init
D/dalvikvm(31540): Note: class Landroid/app/ActivityManagerNative; has 179 unimplemented (abstract) methods
E/memtrack(31540): Couldn't load memtrack module (No such file or directory)
E/android.os.Debug(31540): failed to load memtrack module: -2
D/AndroidRuntime(31540): Calling main entry com.android.commands.monkey.Monkey
--------- beginning of /dev/log/system
W/BroadcastQueue(  346): Skipping deliver [background] BroadcastRecord{4b1b3978 u-1 android.net.conn.CONNECTIVITY_CHANGE} to ReceiverList{4ae49894 31540 (unknown name)/0/u-1 remote:4abc2cb8}: process crashing
I/ActivityManager(  346): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.windyty.android/com.windyty.StartActivity} from pid 31540
I/ActivityManager(  346): Start proc com.windyty.android for activity com.windyty.android/com.windyty.StartActivity: pid=31550 uid=10092 gids={50092, 3003}
W/NetworkManagementSocketTagger(  346): setKernelCountSet(10092, 1) failed with errno -13
I/dalvikvm(31550): ignoring registerObject request in thread=1
I/dalvikvm(31550): ignoring registerObject request in thread=1
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x1 a=-1}
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x1 a=-1}
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x0 a=-1}
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x0 a=-1}
I/dalvikvm(31550): Could not find method android.preference.DialogPreference.<init>, referenced from method com.windyty.gui.MyDialogPreference.<init>
W/dalvikvm(31550): VFY: unable to resolve direct method 1270: Landroid/preference/DialogPreference;.<init> (Landroid/content/Context;)V
D/dalvikvm(31550): VFY: replacing opcode 0x70 at 0x0000
D/dalvikvm(31550): JIT code cache reset in 0 ms (0 bytes 1/0)
D/dalvikvm(31550): GC_CONCURRENT freed 227K, 9% free 2969K/3256K, paused 5ms+2ms, total 9ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3056K/3568K, paused 1ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3056K/3568K, paused 6ms, total 6ms
W/ContextImpl(  346): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1123 com.android.server.InputMethodManagerService.hideCurrentInputLocked:1880 com.android.server.InputMethodManagerService.windowGainedFocus:1968 com.android.internal.view.IInputMethodManager$Stub.onTransact:221 com.android.server.InputMethodManagerService.onTransact:818 
D/dalvikvm(31550): GC_FOR_ALLOC freed 309K, 15% free 3052K/3568K, paused 4ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3052K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 305K, 15% free 3050K/3568K, paused 4ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3051K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3054K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3054K/3568K, paused 4ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3054K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3054K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3054K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3054K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3055K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3055K/3568K, paused 3ms, total 3ms
W/IInputConnectionWrapper(31550): showStatusIcon on inactive InputConnection
D/dalvikvm(31550): GC_FOR_ALLOC freed 320K, 15% free 3038K/3568K, paused 3ms, total 3ms
I/ActivityManager(  346): Displayed com.windyty.android/com.windyty.StartActivity: +835ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3039K/3568K, paused 3ms, total 3ms
W/WindowManager(  346): updateFocusedWindowLocked, focusedAppToken is null.
V/FlingTracker(  531): computeCurrentVelocity warning: totalweight=0
V/FlingTracker(  531): java.lang.Throwable
V/FlingTracker(  531): 	at com.android.systemui.statusbar.phone.PanelView$FlingTracker.computeCurrentVelocity(PanelView.java:162)
V/FlingTracker(  531): 	at com.android.systemui.statusbar.phone.PanelView$3.onTouch(PanelView.java:462)
V/FlingTracker(  531): 	at android.view.View.dispatchTouchEvent(View.java:7701)
V/FlingTracker(  531): 	at com.android.systemui.statusbar.phone.NotificationPanelView.onTouchEvent(NotificationPanelView.java:138)
V/FlingTracker(  531): 	at com.android.systemui.statusbar.phone.PanelBar.onTouchEvent(PanelBar.java:130)
V/FlingTracker(  531): 	at com.android.systemui.statusbar.phone.PhoneStatusBarView.onTouchEvent(PhoneStatusBarView.java:201)
V/FlingTracker(  531): 	at android.view.View.dispatchTouchEvent(View.java:7706)
V/FlingTracker(  531): 	at android.view.ViewGroup.dispatchTransformedTouchEvent(ViewGroup.java:2210)
V/FlingTracker(  531): 	at android.view.ViewGroup.dispatchTouchEvent(ViewGroup.java:1945)
V/FlingTracker(  531): 	at android.view.ViewGroup.dispatchTransformedTouchEvent(ViewGroup.java:2216)
V/FlingTracker(  531): 	at android.view.ViewGroup.dispatchTouchEvent(ViewGroup.java:1959)
V/FlingTracker(  531): 	at android.view.View.dispatchPointerEvent(View.java:7886)
V/FlingTracker(  531): 	at android.view.ViewRootImpl$ViewPostImeInputStage.processPointerEvent(ViewRootImpl.java:3978)
V/FlingTracker(  531): 	at android.view.ViewRootImpl$ViewPostImeInputStage.onProcess(ViewRootImpl.java:3857)
V/FlingTracker(  531): 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3423)
V/FlingTracker(  531): 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3473)
V/FlingTracker(  531): 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3442)
V/FlingTracker(  531): 	at android.view.ViewRootImpl$AsyncInputStage.forward(ViewRootImpl.java:3549)
V/FlingTracker(  531): 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3450)
V/FlingTracker(  531): 	at android.view.ViewRootImpl$AsyncInputStage.apply(ViewRootImpl.java:3606)
V/FlingTracker(  531): 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3423)
V/FlingTracker(  531): 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3473)
V/FlingTracker(  531): 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3442)
V/FlingTracker(  531): 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3450)
V/FlingTracker(  531): 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3423)
V/FlingTracker(  531): 	at android.view.ViewRootImpl.deliverInputEvent(ViewRootImpl.java:5626)
V/FlingTracker(  531): 	at android.view.ViewRootImpl.doProcessInputEvents(ViewRootImpl.java:5606)
V/FlingTracker(  531): 	at android.view.ViewRootImpl.enqueueInputEvent(ViewRootImpl.java:5577)
V/FlingTracker(  531): 	at android.view.ViewRootImpl$WindowInputEventReceiver.onInputEvent(ViewRootImpl.java:5706)
V/FlingTracker(  531): 	at android.view.InputEventReceiver.dispatchInputEvent(InputEventReceiver.java:185)
V/FlingTracker(  531): 	at android.os.MessageQueue.nativePollOnce(Native Method)
V/FlingTracker(  531): 	at android.os.MessageQueue.next(MessageQueue.java:138)
V/FlingTracker(  531): 	at android.os.Looper.loop(Looper.java:123)
V/FlingTracker(  531): 	at android.app.ActivityThread.main(ActivityThread.java:5019)
V/FlingTracker(  531): 	at java.lang.reflect.Method.invokeNative(Native Method)
V/FlingTracker(  531): 	at java.lang.reflect.Method.invoke(Method.java:515)
V/FlingTracker(  531): 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:779)
V/FlingTracker(  531): 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:595)
V/FlingTracker(  531): 	at dalvik.system.NativeStart.main(Native Method)
V/PanelView(  531): animationTick called with dtms=0; nothing to do (h=0.0 v=0.0)
D/dalvikvm(31550): GC_FOR_ALLOC freed 305K, 15% free 3037K/3568K, paused 5ms, total 5ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 2ms, total 2ms
W/ViewRootImpl(  531): Dropping event due to no window focus: MotionEvent { action=ACTION_MOVE, id[0]=0, x[0]=-5.0, y[0]=1.0, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=7, eventTime=5369309, downTime=-1, deviceId=0, source=0x10004 }
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 4ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 304K, 15% free 3036K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3036K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 2ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3038K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
W/ViewRootImpl(  531): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5369311, downTime=5369311, deviceId=-1, source=0x101 }
W/ContextImpl(  346): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1123 com.android.server.InputMethodManagerService.hideCurrentInputLocked:1880 com.android.server.InputMethodManagerService.windowGainedFocus:1968 com.android.internal.view.IInputMethodManager$Stub.onTransact:221 com.android.server.InputMethodManagerService.onTransact:818 
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3038K/3568K, paused 2ms, total 2ms
W/InputMethodManagerService(  346): Starting input on non-focused client com.android.internal.view.IInputMethodClient$Stub$Proxy@4aaec6f0 (uid=10092 pid=31550)
D/dalvikvm(31550): GC_FOR_ALLOC freed 304K, 15% free 3037K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3037K/3568K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3037K/3568K, paused 1ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 5ms, total 5ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 304K, 15% free 3037K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 2ms, total 2ms
W/BackupManagerService(  346): dataChanged but no participant pkg='com.android.providers.settings' uid=10010
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3037K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 4ms, total 4ms
W/BackupManagerService(  346): dataChanged but no participant pkg='com.android.providers.settings' uid=10010
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3037K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3037K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 4ms, total 4ms
W/BackupManagerService(  346): dataChanged but no participant pkg='com.android.providers.settings' uid=10010
W/InputEventReceiver(  531): Attempted to finish an input event but the input event receiver has already been disposed.
W/InputEventReceiver(  531): Attempted to finish an input event but the input event receiver has already been disposed.
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 7ms, total 7ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 305K, 15% free 3037K/3568K, paused 2ms, total 2ms
W/ViewRootImpl(  531): Dropping event due to root view being removed: MotionEvent { action=ACTION_UP, id[0]=0, x[0]=-250.92853, y[0]=-207.8081, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5369432, downTime=5369431, deviceId=0, source=0x1002 }
W/BackupManagerService(  346): dataChanged but no participant pkg='com.android.providers.settings' uid=10010
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_DOWN, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5369444, downTime=5369444, deviceId=-1, source=0x101 }
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3037K/3568K, paused 3ms, total 3ms
W/ContextImpl(  346): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1123 com.android.server.InputMethodManagerService.hideCurrentInputLocked:1880 com.android.server.InputMethodManagerService.windowGainedFocus:1968 com.android.internal.view.IInputMethodManager$Stub.onTransact:221 com.android.server.InputMethodManagerService.onTransact:818 
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3037K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 304K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3039K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3039K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3039K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3039K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3039K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3039K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3038K/3568K, paused 1ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 305K, 15% free 3038K/3568K, paused 3ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3039K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3038K/3568K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3039K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3039K/3568K, paused 4ms, total 4ms
V/PanelView(  531): animationTick called with dtms=0; nothing to do (h=0.0 v=-0.0)
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 304K, 15% free 3038K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3038K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 4ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3039K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 304K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3038K/3568K, paused 4ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3039K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 304K, 15% free 3038K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3039K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3039K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3038K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3039K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 15% free 3039K/3568K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 15% free 3039K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 305K, 15% free 3047K/3568K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed <1K, 11% free 3204K/3568K, paused 2ms, total 2ms
I/dalvikvm-heap(31550): Grow heap (frag case) to 3.791MB for 635808-byte allocation
D/dalvikvm(31550): GC_FOR_ALLOC freed <1K, 9% free 3825K/4192K, paused 3ms, total 3ms
I/ActivityManager(  346): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10000000 cmp=com.android.contacts/.activities.PeopleActivity sel={act=android.intent.action.MAIN cat=[android.intent.category.APP_CONTACTS]}} from pid 346
D/dalvikvm(31550): GC_CONCURRENT freed <1K, 9% free 3825K/4192K, paused 2ms+0ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 14% free 3726K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 306K, 13% free 3742K/4296K, paused 6ms, total 6ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 305K, 13% free 3739K/4296K, paused 3ms, total 3ms
I/ActivityManager(  346): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.vphone.launcher/.Launcher} from pid 346
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3739K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 304K, 13% free 3738K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3738K/4296K, paused 1ms, total 1ms
W/NetworkManagementSocketTagger(  346): setKernelCountSet(10007, 0) failed with errno -13
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3738K/4296K, paused 4ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3738K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3738K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3739K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 304K, 13% free 3738K/4296K, paused 5ms, total 6ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3738K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3739K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3744K/4296K, paused 4ms, total 4ms
